Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"ANALISIS VOLATILITAS HARGA BAHAN PANGAN
UTAMA DI INDONESIA",2017,MUHAMMAD GALIH PANGESTU,"Indonesian agricultural products have price fluctuation (volatile food).
Volatile food issues, Agreement of Agriculture (AOA) issues, and food security
issues became the basis for analyzing the volatility of main food prices. Variable
of staple food used in this study, such as rice, sugar, and oil use the time series
data. Analysis price volatility focus of three indonesian areas, there are west
(Medan, Palembang, Jakarta, Semarang), central (Denpasar, Samarinda), and east
(Makassar, Jayapura) region. Methods of analysis used in this research is analysis
of the econometric forecasting model Autoregressive Intergrated Moving Average
(ARIMA) and Autoregressive Conditional Heteroscedasticity (ARCH) or
Generelized Autoregressive Conditional Heteroscedasticity (GARCH). ARCH-
GARCH analysis result indicate price of staple food and experience price
volatility. Rice price volatility was highest in Samarinda City, sugar price
volatility was highest in Semarang City, while oil price volatility was highest in
Semarang City."," ARCH-GARCH, ARIMA , palm oil, rice, sugar, volatility"
"PERILAKU PELANGGAN DAN INSENTIF HARGA
DAGING AYAM DALAM PENGENDALIAN PENYAKIT
UNGGAS",2017,DITA MELIANA,"The consumption level of Indonesian society towards chicken meat tends to
increase in 2011 and 2015 were accompanied by price fluctuations. This study
aims to: (1) to analyze the characteristics and behavior of consumers of chicken
meat. (2) analyze the consumer's willingness to pay and incentives chicken meat
prices when scarcity and health guaranteed. (3) to analyze the factors that
influence consumer willingness to pay for chicken meat. The analysis used in this
research is descriptive analysis, approach Contingent Valuation Method (CVM):
TIOLI and Bidding Games, and multiple linear regression analysis. The results
showed the characteristics and behavior consuming dominated by housewives
who buy chicken in the traditional market. The price consumers are willing to pay
Rp38 165 per kg when scarcity and Rp38 205 per kg for chicken meat is
guaranteed healthy. Incentives earned Rp16 per kg so inadequate to incentive
businesses chicken meat supply chain. Factors affecting consumers' willingness to
pay of chicken meat that is the level of education, occupation, income level,
family size, and the amount of consumption of chicken meat.","chicken meat price, customer behavior, TIOLI and Bidding Games."
"SISTEM PENETAPAN HARGA KOMODITAS BAWANG
MERAH DAN CABAI MERAH DI JAKARTA TIMUR
(PERIODE 2011 – 2016)",2017,NAAFI FATIMAH HARWANTI,"Shallot and red chili have become strategic issues that contribute to the
policy of national economy. The problem of both commodities is caused by
seasonal harvesting constraints that affect domestic stock supply and geographical
factors that hinder the distribution process. The purpose of this study is to analyze
the factors and strategy of retailers that could affect the pricing system of shallot
and red chili commodities in East Jakarta. A monthly time series data from 2011
to 2016 is used for this research. Furthermore, it also uses VECM method,
descriptive analysis, and game theory analysis. The result of this study showed
that the most influencing factors of shallot and red chili commodities pricing at
the consumer level is the price of the producer and wholesaler. Maximum profit is
earned when retailers apply collusion as a dominant strategy.","shallot, red chili, game theory, VECM"
ANALISIS RISIKO HARGA CABAI DI PASAR INDUK KRAMAT JATI,2016,MUHAMMAD AGUS SALIM,"The chili is horticultural commodities which has the highest production in Indonesia among other vegetables. In addition to having high production, Chili has a high price fluctuation. The price fluctuations of chili lead to the risk that must be faced. The purpose of this study was assessing the risk of the price of chili in Pasar Induk Kramat Jati. The second is analyzing the price risk and the factors that affect the price fluctuations every chili in Kramat Jati Central Market. Coefficient of variation is used to assess the price risk. The model used to analyze the factors that affect the risk of price fluctuations and chili is ARCH-GARCH models. The results show that the red cayenne chili has the highest price risk, the second is the curly red chili, and the third is the big red chili. Price risk chili current period was affected by the chili price risk of previous period, the supply of the current period, the supply of previous periods and other types of chili.","chili, fluctuation of price, price risk, coefficient of variation, ARCH-GARCH"
"ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI
HARGA KEDELAI LOKAL DI INDONESIA",2016,DIAN ANGGITA,"Soybean is one of the strategic food commodities in Indonesia. The government must provide sufficient food at steady and affordable prices in order to improve the welfare of the whole societies in Indonesia. The impact of rising price of soybean and its derivative product can be detrimental to the society. The purpose of this study was to analyze the pattern of prices and the factors that affect the price of soybean in Indonesia. The data used are quarterly data time series period January 2000 - December 2015. The descriptive analysis and multiple linear regression model is used as a tool of analysis in this study. World soybean prices as well as domestic soybean shows that both have a pattern of data trends are likely to continue to increase. It is certainly not a good thing because it can be detrimental to producers and consumers of soybean processing industry. Based on the analysis that has been done, soybean prices in Indonesia are affected by the price of soybean previous period, world soybean prices and exchange rates. While inflation and the volume of imports did not affect the prices of soybean in Indonesia. Therefore, the government should be able to control the internal variables can be controlled so soybean prices can be kept stable.","prices, OLS, soybean, price fluctuations"
"ASIMETRI HARGA BERAS DI PASAR INTERNASIONAL
DAN INDONESIA ",2016,AMINATUS SOFIAH,"This study uses monthly data price of rice for 100% quality (premium), 25% (medium) and 5% (low) from January 2013 until March 2016 were obtained from BPS and FAO. The method used in this study is an ECM. The results of this study showed that overall, there is a co-integration relationship between price of rice in the International market and Indonesia. The price of Thailand rice against Indonesia with quality 5% (low) and the price of Vietnam rice against Indonesia with quality 25% (medium). The Coeficcient test result with ECM showing transmision price of rice in the short-term the price of Vietnam rice against Indonesia with quality 25% is symmetric, but asymmetric price of Thailand rice against Indonesia with quality 5%. While the long-term seen on ECT + and ECT - no statistically identical. In the other side, transmission prices of Vietnam rice againts Indonesia rice for the quality of 25% (medium) and Thailand rice against Indonesia rice for the quality of 5 % (low) occours symmetrically. ","Rice, Asymmetry Price, Transmission Price, ECM"
"ASIMETRI HARGA BERAS : STUDI KASUS DI 10
PROVINSI DI INDONESIA",2016,SELLY YANTY NANSYAH PUTRI,"This research examines price movement of rice IR 64 and price asymmetry between the producer anf the consumer in 10 provinces in Indonesia. Data for this study is a secondary data from BPS, monthly time series in period 2003-2015. Using GKP price data of rice at the producer’s level and retail price of rice at the consumer’s level. The analytical tool on this research is Error Correction Model (ECM). The results show that in short term, transmission of consumer price on producer price is asymmetry. It happens on 5 provinces which are North Sumatra, Central Java, East Java, West Kalimantan and East Kalimantan. While in the long term, it is symmetry in North Sumatra,Central Java, East Java, NTB, West Kalimantan, Central Kalimantan and East Kalimantan.","Rice, Price asymmetric, ECM"
"PENGARUH BEA KELUAR MINYAK KELAPA SAWIT
MENTAH TERHADAP HARGA MINYAK GORENG",2016,DANDY DHARMAWAN,"Palm cooking oil price needs to be stabilized by government due to it’s important role as Indonesia’s main food. CPO export tax is one of the instruments to control Indonesia CPO stock and to control palm cooking oil price. But since this policy was firstly implemented in 1994, Indonesia CPO export supply kept increase. The general aim of this research is to analyze the effect of CPO export tax on Indonesia palm cooking oil price. This research was conducted by formulating simultaneous model of palm oil. The Two Stage Least Square (2SLS) method was used to estimate the parameters of the simultaneous equation in the model. The simulation of the model indicates that CPO export tax hampered Indonesia CPO export supply, CPO domestic price and palm cooking oil price respectively.","Export tax, Crude Palm Oil (CPO), palm cooking oil price"
"ZONA FLEKSIBILITAS HARGA PRODUK OLAHAN
PERTANIAN
(Studi Kasus Minuman Sari Buah Jambu Kristal dan Minuman Sari Ubi
Ungu di KWT Melati Desa Cikarawang)",2016,SARI RAHAYU,"Price is the only element in marketing mix which generates income for a company. However, marketing new products are sometimes not supported by the unavailability of historical data. The role of pricing for new products is very important for the continuity of production and marketing. KWT Melati is an agribusiness group which runs in processing sector and is located in Cikarawang Village. This group was success find creating new product in the form of drinks made of crystal guava fruit juice and purple sweet potato juice. The aims of this study were to calculate the production cost, analyze the price range that can be accepted by consumers and analyze the zone of price flexibility. The method used was optimal price minimum and costumer price maximum. It was found in this study that the cost of product by using the full costing method was higher than the actual condition. Price range that was accepted by consumers for crystal guava fruit juice drinks ranged from Rp4 357 to Rp6 337 per bottle and Rp4 250 to Rp6.708 per bottle for purple sweet potato juice drinks. Flexibility zone price was found to be contained in the drinks made from crystal guava fruit juice and purple sweet potato juice drinks.","cost of product, marketing strategy, zone of flexibility"
"PENGARUH PERSEPSI MEREK, PERSEPSI HARGA, DAN
PERSEPSI IKLAN TV TERHADAP MINAT BELI KOPI SIAP
MINUM ",2016,ANISA NURHESTI HUTAMI,"Buying interest shows the intention or tendency in making a decision whether to buy or not. This study purposed to analyze the influence of brand perception, price perception, and TV ads perception towards buying interest of national brand and imported brands ready to drink coffee in PPKU students. This study use pre-experimental design (one group pretest and posttest design). The treatment that used is the exposure of brand, price, and TV ads to consumer. Total sample are 62 students that divided into 2 groups: 31 person for coffee drinker group and 31 for non coffee drinker group. The results showed that brand perception, price perception, and TV ads perception does not influence the student buying interest on national brand ready to drink coffee. Instead, only brand perception that has an influence toward student buying interest on imported brand ready to drink coffee. ","brand perception, price perception, TV ads perception, buying interest "
"INTEGRASI PASAR KOPI INDONESIA DAN AMERIKA
SERIKAT SERTA PENGARUH GUNCANGAN NILAI
TUKAR RUPIAH TERHADAP HARGA KOPI INDONESIA",2016,I MADE PRADITYARJUNA MAHATMYAM MAHAYANA,"Coffee is one of the main exporting commodity in Indonesia that has the potential to grow and develop in International trade. Indonesia as the exporter, US as the main importer and then there is International coffee market may have a relationship and intergrated. The objectives of this study is to analyze price behaviour and the integration between coffee markets, and also to analyze the impact of the exchange rate to domestic prices. The method used for this study is vector error correction model (VECM) to analyze the market integration and with IRF and FEVD to analyze the impact of the exchange rate. The estimation results indicate that there is a cointegration in the model studied and that means there is a long-term relationship between arabica coffee markets. In the short-term, Indonesia and US coffee market are intergrated in both arabica and robusta coffee market. From the other analysis, the exchange rate has small impact to the Indonesian arabica and robusta coffee price movement.
","market integration, coffee prices, exchange rate, VECM, IRF,
FEVD"
"ANALISIS FAKTOR-FAKTOR YANG MEMENGARUHI
VOLATILITAS HARGA BERAS DI INDONESIA ",2016,TEGUH ADITYA ,"Rice is the staple food by Indonesian as fulfillment of basic needs everyday. The purpose of this study is to analyze factors that affect the volatility of the price of rice on two regional cluster in Indonesia using monthly data from January 2010 until December 2015. This research was conducted by using panel data analysis and the volatility of the price of rice as the dependent variable. While the independent variable are real GRDP, the exchange rate, the wages of farmers, and government effectiveness in applying the HPP to dry grain harvest (GKP). The results show that in cluster 1, the exchange rate, the wages of farmers, and government effectiveness in implementing HPP has a significant influence on the volatility of the price of rice. While in cluster two, the real GRDP and the wages of farmers significantly influence the volatility of the price of rice.","Cluster, Panel data, Rice, Volatility"
"PERAMALAN HARGA LELANG TEH HITAM ORTHODOKS
JENIS BROKEN GRADE PADA PT. KHARISMA PEMASARAN
BERSAMA NUSANTARA, JAKARTA",2016,IRA JULIANA RACHMAWATI,"Tea is one type important commodities of plantation in indonesia. Production tea in Indonesia is not only for domestic consumption but also in exports to various countries. Tea in export must go to the bidding process. Auction tea in Indonesia held by PT. Kharisma Pemasaran Bersama Nusantara (PT. KPBN) or Jakarta Tea Auction (JTA). Tea auctioned in JTA is production of PTPN. The tea used in this research is black tea orthodox kind of broken grade, because most interested in the buyers. But does not mean the price always increas in every auction, because in the determination of the price hanging from the quality and the previous price. The purpose of this research is reviewing advantages and limitations in the implementation of the auction, identify the auction price data black tea orthodoks of broken grade, and forcasting auction price black tea orthodoks of broken grade in JTA until 2016. This research using data time series from January 2008 until December 2014. The methods for forecasting auction price black tea orthodoks of broken grade is Autoregressive Integrated Moving Average (ARIMA) model. The results of the study showed the advantages an auction system is positive impacts on economic stability and state finances, built in control, and ability to set the price. The limitation is limited infrastructure, the role of the government yet optimal, and the weak bergaining power. The decrease and increase in auction price caused by the sentiment of market due to the political crisis in egypt, the quality of tea, production and the quality of tea produced. Based on the results of forecasting, black tea orthodoks of broken grade having growth rate highest is Broken Orange Pekoe Fanning (BOPF) with an average growth rate from January 2016 until December 2016 is 0,191 %.","ARIMA, broken grade, orthodox, auction price, black tea"
"ANALISA PENGARUH HARGA, BRAND IMAGE DAN
DIFERENSIASI PRODUK TERHADAP KEPUTUSAN
PEMBELIAN OLEH-OLEH PEMPEK PAK RADEN
(Studi kasus pada wisatawan domestik di Kota Palembang)",2015,DESTA ALDINU PRATIWI,"Aim of the research is to analyze the effect of price, brand image and product differentiation on purchase decision of Pempek Pak Raden. The data and information were collected from 100 respondents by using an accidental sampling. They were analyzed using a multiple linear regression, the result was Y = -1,271 + 0,604 X1 + 0,203 X2 + 0,301X3. The research analysis revealed that price, brand image and product differentiation had a positive and significant effect on customer purchase decision.","Brand image, price, product differentiation and purchase decision."
"FLUKTUASI HARGA KOMODITAS PANGAN DAN
DAMPAKNYA TERHADAP INFLASI DI PROVINSI BANTEN ",2015,ASTARI FEBRIANI SETIAWAN,"Banten Province has a fluctuative inflation.The highest inflation is contributed by food category, especially food commodity. Therefore, the price of food commodity become an important issue in the province of Banten. This research analyze the prices of food commoditiy, such as rice, corn, curly red chili, onion, beef, chicken meat and layer egg. The data that used in this research are the monthly time series data from January 2011 to December 2014. The purpose of this research were: 1) To describe the food commodity price developments in Banten; 2) To analyze fluctuations of food commodity prices and their impact on inflation in Banten; 3) To analyze the inflation linkages between regions around Banten Province. This research using descriptive analysis, VAR models (Vector Autoregression) or VECM (Vector Error Correction Model, and Granger causality. The results of a descriptive analysis shows during 2011-2014, the developments of commodity prices such as rice, corn, curly red chili, onion, beef, chicken meat and layer eggs generally showed an upward trend. VAR analysis results showed that in the short term only curly red chili which have a significant impact on inflation in Banten Province. On the long-term there are six commodities that impact significantly on inflation in Banten province, those are beef, corn, rice, chicken meat, layer egg and red chili curly. The results of Granger causality test show that there is only one way relation that is Banten inflation affecting Lampung inflation. ","fluctuation, food prices, inflation, VAR, VECM, Granger causality"
"FAKTOR-FAKTOR YANG MEMENGARUHI RISIKO
PRODUKSI DAN RISIKO HARGA AYAM RAS
PEDAGING DI KECAMATAN PAMIJAHAN,
KABUPATEN BOGOR",2015,DONI SETIADI,"
Over the last three years from 2011 to 2013, broiler production in Pamijahan District is fluctuated which indicates a production risk. Broiler selling price also fluctuated during 2014 which indicates the risk of broiler selling prices faced by the core company. This study aim to analyze the influence of production factors on the broiler production risk that is faced by farmers in the Pamijahan district and the level of price risks faced by the core company. This research used Just and Pope model to analyze the factors which affect the risk of production. Price risk is measured by calculating the variance, standard deviation, and variation coefficient. Based on calculations, DOC, the feed, drugs, heaters, and labor are production factors that cause a risk, while the vitamins, vaccines, and chaff are production factors which can reduce the risk of production. Judging from the variation coefficient, sales in the third quarter , from July to September 2014 , has a price risk that is higher than the fourth quarter.","broiler, Just and Pope, price risk, production risk"
"ANALISIS PERAMALAN DAN FAKTOR-FAKTOR YANG
MEMENGARUHI HARGA BAWANG MERAH DI
INDONESIA",2015,DEBBIE MEGASARI,"Onion is one of horticultural commodity from food crops subsector which is important for Indonesian. That commodity is often used in household consumption as a seasoning, complementary food ingredients, and a cure for some diseases. Nowadays, demand for onion increase with the increases of population and the developing of food industry. However, onion price was often fluctuating. This study aim to (1) analyze the developing of onion prices in Indonesia and trends in the future; (2) analyze the factors that affect onion price in Indonesia. This study uses data of onion price in Indonesia from June 2009 - May 2014, total of onion supply in Indonesia, total of onion consumption in Indonesia, and international onion price in 1993-2013. ARIMA model is used to predict onion price in the future and multiple linear regression model with estimation method of Ordinary Least Square (OLS) is used to estimate factors that affect the price of onion. The results of this study showed a trend of rising prices with fluctuating pattern in June 2009 – Mei 2014 and in June 2014 - May 2015 predicted that price will fluctuate and tend to increase. The factors that affect onion real price in Indonesia are delta of onion supply in Indonesia, lag of onion consumption in Indonesia, delta of international onion real price and lag of onion real price in Indonesia. ","ARIMA, forecasting, OLS, onion, price "
"ANALISIS DAMPAK FLUKTUASI MINYAK MENTAH
DUNIA TERHADAP HARGA KARET ALAM DOMESTIK",2015,NURUL RAHMADHANI LUBIS,"Natural rubber is one of the leading comodity estate crop subsector in Indonesia. However, over the past few years the domestic natural rubber prices tended to fluctuate. One of the external factors that affects the price of domestic natural rubber is the price of world crude oil. The purposes of this study are to analyze the impact world crude oil prices fluctuation and other factors that effect the domestic natural rubber prices and to analyze determinant factors influencing domestic natural rubber prices. This research was analyzed with VECM using time series data from March 2008 to December 2013. The result of VECM estimation indicates that world crude oil price affects the domestic natural rubber prices in the long term. The other variables that also affect the domestic price of natural rubber in the long term are the domestic natural rubber production and inflation. The production of natural rubber gives the biggest impact in domestic natural rubber prices. Meanwhile, the world crude oil has a small effect to domestic natural rubber price.
"," crude oil, natural rubber, time series, VECM"
"PENERAPAN MODEL GENERALIZED SPACE TIME PADA DATA
HARGA GULA PASIR DI PULAU JAWA",2015,SUCI DARAPUTRI,"Generalized space time autoregressive (GSTAR) model is a model that function of location and time (space time). GSTAR is the development model of space time autoregressive (STAR) assuming different model parameters for each location so GSTAR tend to be more flexible than the STAR model. This research aim is determining suitable space time model of sugar price data in Java Island. The data used is the weekly price of sugar in Jakarta, West Java, Central Java, DI Yogyakarta, East Java and Banten in July 2008 until December 2014. The suitable space time model for sugar rates data in Java is GSTARI (1.1). The weight used in this research is inversed distance and contiguity. Modeling results show that the best model is weighted contiguity which has the smallest value of mean absolute percentage error (MAPE) about 3.66 % .","contiguity, GSTAR, inversed distance, space time"
"ANALISIS SIKAP KONSUMEN DAN SENSITIVITAS HARGA
TERHADAP JERUK MEDAN DAN JERUK MANDARIN
DI YOGYA BOGOR JUNCTION ",2015,REGINA ELSA MONICA,"Orange is one of fruits that have a lot of varieties in Indonesia. Free trade system make the Government cannot do much to tackle increase import oranges. The inclusion of orange mandarin to Indonesia made the consumers have a choice between consuming medan orange or mandarin orange. The methods used in this research is a descriptive analysis, multiatribut fishbein, and price sensitivity. The majority consumers of orange are woman, married, bachelor, age ≥ 36 years, worked as housewife and have income Rp 2 600 000 – Rp 5 000 000. Based on fishbein analysis, respondent prefer attribute on an mandarin orange. Range price of medan oranges is Rp 36 000 – Rp 45 000. Range price of mandarin orange is Rp 33 000 – Rp 47 500 ."," Consumer Attitudes, Multiatribute Fishbein, Price sensitivity"
"ANALISIS HARGA POKOK PRODUKSI DOMBA AKIKAH DI
JASA LAYANAN AKIKAH WILAYAH BOGOR BARAT",2015,RIADI FESA MUTTAQIN ,"Aqiqah is slaughtering small ruminant, like goat and sheep, as expression of gratitude of parents on the birth of their child. Price or service fee of aqiqah is different at every business unit, so the research done by considering the cost of production. The study conducted at three sites sheep aqiqah services in West Bogor for three months. Data analysis using descriptive data by calculating the cost of production, income, and revenue cost ratio (RC-1 ratio). Production cost of ram weight 13 kg to 25 kg range from Rp 1 336 619 to Rp 2 180 942, while ewes in weight 13 kg to 19 kg range from Rp 946 619 to Rp 1 250 369. The differences in production cost is influenced by the cost of sheep and operational. Aqiqah service provider will receive a profit between Rp 102 131 to Rp 449 058 for every package. Aqiqah sheep RC-1 ratio has been more than 1 and the selling price has covered the production cost so that the business unit is beneficial and viable.","aqiqah, base production cost, sheep"
PENGARUH VARIABEL MAKROEKONOMI TERHADAP HARGA SAHAM PERUSAHAAN SUBSEKTOR PERKEBUNAN,2015,SYUKRIATI,"The stock price of plantation subsector seems attractive because of its positive prospect while the rupiah exchange rate becomes low against US Dollar. The purposes of this study are (1) to analyze the impact of macroeconomic variables to the stock price, (2) to analyze one of macroeconomic variables which has the most significant impact to the stock price, (3) to analyze the future stock price and some macroeconomic variables movements during the period of January-March 2015 at Plantation Subsector Company which listed on Kompas100 Index (period February 2014-January 2015). The statistical methods used for data processing and analyzing are Multiple Linear Regression Analysis and Trend Analysis. The result of the study are: (1) the exchange rate and SBI rate have positive impact to the stock price, while inflation has negative impact to the stock price; (2) as a macroeconomic variable, exchange rate has the most significance impact to the stock price; (3) stock price, SBI rate, inflation, and US Dollar to rupiah rate are predicted will be increasing continuously during the period of January-March 2015.","exchange rate, inflation, plantation subsector, SBI rate, stock price"
PERHITUNGAN HARGA POKOK PRODUKSI PADA UKM KUE RISKY,2015,DARA KARTIKA AGRARISTANTI,"Small and Medium Enterprises (SMEs) Risky Bakery is one of the companies which in practice does not include overhead costs in the calculation of the cost of production. As a result, the incompatibility effect on the actual income received. This study focuses only on the calculation of the cost of production of three products, namely lapis surabaya, rolls, and lapis legit. Research objectives: (1) to identify the costs incurred, (2) analyzing the cost of goods manufactured by the method of SMEs, and (3) to analyze the implementation of the calculation of the cost of production by the method of variable costing and full costing on SMEs Risky Bakery. This research uses variable costing and full costing method with company’s financial data from October 2014 to February 2015. The results showed that the cost of production per unit of lapis surabaya, rolls, and lapis legit based on the calculation of the two methods produce different amounts, but produce the same profit.","Cost of Production, Full Costing, SMEs, Variable Costing"
"ANALISIS PERGERAKAN HARGA INTERNASIONAL
MINYAK BUMI, CPO, DAN KEDELAI
DENGAN PENDEKATAN VECM",2014,JAUHARI DWIPUTRA FADILA,"The issue of energy conversion became popular for the past few decades. Bioenergy is a leading products that are considered capable of replacing petroleum, because it is more green and sustain. If the demand for agricultural products was increased, the price of them would be increased too (ceteris paribus). By looking at monthly price between 2004-2013 from World Bank, this research studied the pattern of crude oil, crude palm oil (CPO), and soybeans price movements under an integrated market condition. The movement prices were analyzed by using Vector Error Correction Model (VECM), with FEVD and IRF approached, which indicated that there was cointegration between the crude oil price against soybeans and CPO price. Furthermore, the results of Granger causality test showed crude oil price had the two-way causal relationship with the CPO price, but not with soybeans price. Meanwhile, soybeans price was heavily influnced by the movement price of CPO in the long term.","Energy conversion, crude oil, VECM"
"PEMETAAN DAN ANALISIS DISTRIBUSI HARGA PRODUKPRODUK PERTANIAN MENGGUNAKAN SISTEM
INFORMASI GEOGRAFIS ",2014,HUSEN,"Information of price change of agricultural product is important in agribusiness because it is used for decision making of the distribution of agricultural products from and to various provinces in Indonesia. The objective of this research is to build an geographic information system of agricultural product prices for decision making distribution. The method of this research is by SDLC (Software Development Life Cycle) with the focus on prototype development. The software used in information system are software for database : MySQL, scripting language : PHP, HTML, and CSS, software to display the map : Mapserver, and software for the information system interface design : FrontPage. The result of this research is information system prototype that displays information of agricultural product price in the form of text, table and maps based on region (province) and time period (daily and monthly). "," geographic information systems, agricultural product, spatial data"
"TINJAUAN DAN PROYEKSI HARGA KOMODITAS POKOK
PANGAN INDONESIA",2014,ALFI IRFAN,"Sufficiency of food needs for human is important because it relates to the rights of citizens and human rights. The process of production ,distribution, and consumption is strongly influenced by domestic food prices. The contribution of food prices to the inflation in Indonesia is 79,61% (Statistic Center, 2013). Fluctuations in food prices is related to biological structure of commodities and agricultural environments, time lags in decision making related to the use of inputs until sell output, market structure, and policy impact. Information of food prices can be accessed to the State Logistics Agency (Bulog), Department of Trade and Industry (Disperindag), and Statistic Center (BPS). Standardization of daily food prices report made by Ministry of Trade Indonesia through Minister Decision No.522/MPP/Kep/11/1998. This regulations do not specifically regulate the location, the quality of the commodity, and commodity branded and nonbranded. this problem cause food prices data among government agencies and private companies different each other. Research on food prices fluctuation and data synergize between government agencies and private companies is important to predict the price and formulating the optimal policy in the future. Every commodities in Indonesia has different characteristics of data, average mean value, and the pattern. Therefore , the best forecasting method for one commodity not always be the best method for another commodity . Based on these problems, the objective of this study are: 1) Analyze the development of Indonesian food prices; 2) Identify synergy prices between State Logistics Agency (Bulog), Department of Industry and Trade (Disperindag) , the Statistic Center (BPS) , and results of the survey in each region; 3) Getting the best forecasting method to forecast the price of basic food commodities in Indonesia ; 4 ) Forecast the price of food commodities of Indonesia in the future . The results showed that there are 7 commodities which have increasing price significantly. Those commodities are cassava (65,44%), onions (87,50%), red chili (70,39%), beef (41,45%), eggs (33,98%) , salted fish (29,06%) and instant noodles (30,68%). Some other commodities have decreasing price. Those commodities are green beans (4,3%) , Filma cooking oil (0,80%) , and Minyakita cooking oil (5,81%). The difference between the price data from Bulog , BPS , Disperindag , and survey results up to Rp 10.177/kg for the same commodity at the same time. There are 4 best methods for forecasting Indonesian food prices. Those methods are Multiplicative winters, additive winters, quadratic trend, multiplicative decomposition, and ARIMA (Autoregressive Integrated Moving Average). Forecasting results indicate that Onion will contribute strongly effect to inflation."," basic food commodities, the synergy of data, time series analysis"
"VOLATILITAS DAN DISPARITAS HARGA BERAS
STUDI DI NEGARA INDONESIA, INDIA, DAN DUNIA",2014,SILVIA SARI BUSNITA,"Food security issue after 2008 global-crisis mainly affect the fluctuations of
food price, especially on the major grain price from all over the world in the last few
years. Even for the rice-commodity, the price hikes also occur in some of the
country's major producers. Although the rice itself is still consumed by half of the
world's population. Hence, the purpose of this research is to identify the volatility and
disparity of the rice price in Indonesia, India, and the world market, as well as to
analyze the affecting factors of the rice price volatility in Indonesia case. By applying
monthly time-series data from 2007 to 2013, this research used the ARCH-GARCH
model to identify the rice-price volatility, while the VECM model is used to analyze
the affecting factors of it. The results show that Indonesia and the world rice-price are
volatile, time-varying variables, with the disparity per years. As for India, the result
found that no volatility in Indian rice-price. The VECM estimation result shows that
on the long-run the supply side significantly affect Indonesia's rice-price volatility,
which are domestic rice-stock, paddy-production, and domestic rice-price. While on
the short-run world rice-price variable also influenced Indonesia's rice-price volatility.","ARCH-GARCH (Autoregressive Conditional Heteroscedasticity Generalized Autoregressive Conditional Heteroscedasticity), disparity, rice-price, VECM (Vector Error Correction Model), volatility"
"FAKTOR-FAKTOR YANG MEMENGARUHI HARGA
EKSPOR KARET ALAM INDONESIA",2014,TEUKU MUHAMMAD AL KAUTSAR,"Natural rubber has been the belle of the Indonesian export commodities. Until 2012, Indonesia is the largest exporter after Thailand. Rubber prices has an important role in the performance. Fluctuating prices will affect the income received by farmers. Not Stabilizing farmers‟ income because the price of rubber will make total production is interrupted. This is due to 80% of production in smallholder plantations. The purposes of this study are to describe condition the export price of Indonesian natural rubber and to analyze the factors affecting the export price of Indonesian natural rubber. This study uses panel data regression in 2002-2012. The results of this research indicate that world prices, export tariff, exchange rate, domestic consumption, export volume, and global crisis significantly influence the export price of Indonesian natural rubber.","data panel, export price, natural rubber"
"KEPUASAN KONSUMEN DAN ANALISIS SENSITIVITAS HARGA
PRODUK MADU PRAMUKA DI PT. MADU PRAMUKA",2014,NUR UTAMI,"The success of PT. Madu Pramuka in its modern honeybee farming business has encouraged the emergence of many varieties of similar products, thus it leads to more competitive market conditions. The purposes of the study were to analyze the importance level and attribute performance of the product, to analyze the level of customer satisfaction, and also to analyze the price sensitivity of the Pramuka Honey Product. The research methods that used were Importance Performance Analysis (IPA), Customer Satisfaction Index (CSI), and Van Westendorp method approach method. Based on the Importance Performance Analysis, attributes included in the first quadrant, wich are the first priority attributes that its performance should be fixed and improved, were the ease of obtaining product and the information on the packaging. Attributes included in Quadrant II, which are attributes that its quality should be mantained, were the flavors, the benefits and the authenticity of the product. From the analysis of Customer Satisfaction Index, a value of 78.63 was obtained indicating that consumers of Pramuka Honey were satisfied with the product. Based on the analysis of price sensitivity, the price of super Pramuka honey in size 650 ml which is Rp110 000, was in acceptable price range, that is bound on the lower end by Rp105 000 and on the upper end by Rp115 000.","Pramuka Honey, Satisfaction, Price Sensitivity, CSI, IPA "
"ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI
HARGA DAGING SAPI DI INDONESIA",2014,PENI ARIANITA WARDANI,"To reduce dependence on beef import, Indonesian government declared an increase of beef production by Self Sufficiency Program 2014. The meaning of self sufficiency in this case is not only about its availability but also public access to food itself. Public access to the beef can be seen from its price. The price of beef in Indonesia is relatively high compared to other countries. This condition caused public purchasing power on beef to be low. In addition, the high price could not be an incentive for breeders to increase beef production. Based on this problem, this research aim to analyze the factors that affect the price of beef in Indonesia. This research used time series data form in period 2008 to 2013. As a result, based on descriptive analysis the price of beef in Indonesia is affected by its distribution chain. On the other side, based on multiple linear regression model there are three variables that affect the price of beef in Indonesia such as the price of beef earlier periode, Eid celebration, and volume of beef import. ","beef, price, self sufficiency"
